Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:07:05.785000,SAI,55,0 days 00:02:29.548000,22.0,4.0,0 days 01:05:15.778000,,0 days 00:01:21.829000,0 days 00:00:26.674000,0 days 00:00:41.045000,0 days 01:05:58.066000,0 days 01:06:24.740000,0 days 01:07:05.785000,185.0,254.0,272.0,179.0,False,SOFT,7.0,False,Williams,0 days 01:04:36.237000,,671,,False,,False,False
0 days 01:08:32.590000,SAI,55,0 days 00:01:26.805000,23.0,4.0,,,0 days 00:00:29.708000,0 days 00:00:19.671000,0 days 00:00:37.426000,0 days 01:07:35.493000,0 days 01:07:55.164000,0 days 01:08:32.590000,259.0,283.0,270.0,280.0,False,SOFT,8.0,False,Williams,0 days 01:07:05.785000,,1,,False,,False,True
0 days 01:09:59.995000,SAI,55,0 days 00:01:27.405000,24.0,4.0,,,0 days 00:00:29.681000,0 days 00:00:19.609000,0 days 00:00:38.115000,0 days 01:09:02.271000,0 days 01:09:21.880000,0 days 01:09:59.995000,262.0,287.0,275.0,277.0,False,SOFT,9.0,False,Williams,0 days 01:08:32.590000,,1,,False,,False,True
0 days 01:11:26.253000,SAI,55,0 days 00:01:26.258000,25.0,4.0,,,0 days 00:00:29.805000,0 days 00:00:19.776000,0 days 00:00:36.677000,0 days 01:10:29.800000,0 days 01:10:49.576000,0 days 01:11:26.253000,256.0,288.0,273.0,275.0,False,SOFT,10.0,False,Williams,0 days 01:09:59.995000,,1,,False,,False,True
0 days 01:12:52.013000,SAI,55,0 days 00:01:25.760000,26.0,4.0,,,0 days 00:00:29.506000,0 days 00:00:19.769000,0 days 00:00:36.485000,0 days 01:11:55.759000,0 days 01:12:15.528000,0 days 01:12:52.013000,255.0,281.0,273.0,282.0,False,SOFT,11.0,False,Williams,0 days 01:11:26.253000,,1,,False,,False,True
0 days 01:14:17.579000,SAI,55,0 days 00:01:25.566000,27.0,4.0,,,0 days 00:00:29.433000,0 days 00:00:19.648000,0 days 00:00:36.485000,0 days 01:13:21.446000,0 days 01:13:41.094000,0 days 01:14:17.579000,,282.0,272.0,283.0,False,SOFT,12.0,False,Williams,0 days 01:12:52.013000,,1,,False,,False,True
0 days 01:15:43.390000,SAI,55,0 days 00:01:25.811000,28.0,4.0,,,0 days 00:00:29.730000,0 days 00:00:19.615000,0 days 00:00:36.466000,0 days 01:14:47.309000,0 days 01:15:06.924000,0 days 01:15:43.390000,259.0,283.0,271.0,277.0,False,SOFT,13.0,False,Williams,0 days 01:14:17.579000,,1,,False,,False,True
0 days 01:18:45.440000,SAI,55,,29.0,4.0,,,0 days 00:00:43.444000,0 days 00:00:32.070000,,0 days 01:16:27.144000,0 days 01:16:59.159000,,164.0,122.0,141.0,201.0,False,SOFT,14.0,False,Williams,0 days 01:15:43.390000,,1,,False,,False,False
0 days 01:20:25.446000,SAI,55,,30.0,4.0,,0 days 01:20:25.446000,0 days 00:00:34.784000,0 days 00:00:23.739000,,0 days 01:19:20.281000,0 days 01:19:44.093000,,192.0,269.0,,257.0,False,SOFT,15.0,False,Williams,0 days 01:18:45.440000,,1,,False,,False,False
0 days 00:18:46.902000,RUS,63,,1.0,1.0,0 days 00:16:41.068000,,,0 days 00:00:20.577000,0 days 00:00:45.715000,,0 days 00:18:01.433000,0 days 00:18:47.058000,208.0,285.0,206.0,126.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:16:41.068000,,126,,False,,False,False
0 days 00:20:38.112000,RUS,63,0 days 00:01:51.210000,2.0,1.0,,,0 days 00:00:41.845000,0 days 00:00:25.581000,0 days 00:00:43.784000,0 days 00:19:28.747000,0 days 00:19:54.328000,0 days 00:20:38.112000,235.0,245.0,271.0,118.0,True,MEDIUM,2.0,True,Mercedes,0 days 00:18:46.902000,,671,,False,,False,False
0 days 00:22:04.595000,RUS,63,0 days 00:01:26.483000,3.0,1.0,,,0 days 00:00:30.317000,0 days 00:00:18.527000,0 days 00:00:37.639000,0 days 00:21:08.429000,0 days 00:21:26.956000,0 days 00:22:04.595000,245.0,287.0,279.0,280.0,True,MEDIUM,3.0,True,Mercedes,0 days 00:20:38.112000,,1,,False,,False,True
0 days 00:24:03.020000,RUS,63,0 days 00:01:58.425000,4.0,1.0,,,0 days 00:00:41.816000,0 days 00:00:27.834000,0 days 00:00:48.775000,0 days 00:22:46.411000,0 days 00:23:14.245000,0 days 00:24:03.020000,177.0,150.0,272.0,216.0,False,MEDIUM,4.0,True,Mercedes,0 days 00:22:04.595000,,1,,True,TRACK LIMITS AT TURN 9 LAP 5 ,False,True
0 days 00:25:28.198000,RUS,63,0 days 00:01:25.178000,5.0,1.0,,,0 days 00:00:30.154000,0 days 00:00:18.325000,0 days 00:00:36.699000,0 days 00:24:33.174000,0 days 00:24:51.499000,0 days 00:25:28.198000,248.0,283.0,290.0,281.0,True,MEDIUM,5.0,True,Mercedes,0 days 00:24:03.020000,,1,,False,,False,True
0 days 00:27:21.817000,RUS,63,0 days 00:01:53.619000,6.0,1.0,,,0 days 00:00:41.873000,0 days 00:00:26.536000,0 days 00:00:45.210000,0 days 00:26:10.071000,0 days 00:26:36.607000,0 days 00:27:21.817000,202.0,156.0,273.0,186.0,False,MEDIUM,6.0,True,Mercedes,0 days 00:25:28.198000,,1,,False,,False,True
0 days 00:28:45.695000,RUS,63,0 days 00:01:23.878000,7.0,1.0,,,0 days 00:00:29.405000,0 days 00:00:18.280000,0 days 00:00:36.193000,0 days 00:27:51.222000,0 days 00:28:09.502000,0 days 00:28:45.695000,259.0,267.0,287.0,290.0,True,MEDIUM,7.0,True,Mercedes,0 days 00:27:21.817000,,1,,False,,False,True
0 days 00:30:39.955000,RUS,63,0 days 00:01:54.260000,8.0,1.0,,,0 days 00:00:38.528000,0 days 00:00:25.888000,0 days 00:00:49.844000,0 days 00:29:24.223000,0 days 00:29:50.111000,0 days 00:30:39.955000,191.0,228.0,272.0,220.0,False,MEDIUM,8.0,True,Mercedes,0 days 00:28:45.695000,,1,,False,,False,True
0 days 00:32:02.661000,RUS,63,0 days 00:01:22.706000,9.0,1.0,,,0 days 00:00:28.924000,0 days 00:00:18.142000,0 days 00:00:35.640000,0 days 00:31:08.879000,0 days 00:31:27.021000,0 days 00:32:02.661000,277.0,264.0,293.0,295.0,True,MEDIUM,9.0,True,Mercedes,0 days 00:30:39.955000,,1,,False,,False,True
0 days 00:33:50.505000,RUS,63,0 days 00:01:47.844000,10.0,1.0,,0 days 00:33:38.737000,0 days 00:00:32.652000,0 days 00:00:21.762000,0 days 00:00:53.430000,0 days 00:32:35.313000,0 days 00:32:57.075000,0 days 00:33:50.505000,243.0,247.0,,256.0,False,MEDIUM,10.0,True,Mercedes,0 days 00:32:02.661000,,1,,False,,False,False
0 days 00:42:37.102000,RUS,63,,11.0,2.0,0 days 00:34:27.408000,0 days 00:36:08.327000,0 days 00:01:16.039000,0 days 00:00:19.955000,,0 days 00:35:06.818000,0 days 00:35:26.791000,,256.0,290.0,,181.0,False,MEDIUM,11.0,False,Mercedes,0 days 00:33:50.505000,,1,,False,,False,False
0 days 00:44:45.901000,RUS,63,0 days 00:02:08.799000,12.0,3.0,0 days 00:42:40.307000,,0 days 00:01:08.161000,0 days 00:00:19.160000,0 days 00:00:41.478000,0 days 00:43:45.263000,0 days 00:44:04.423000,0 days 00:44:45.901000,250.0,286.0,276.0,188.0,False,SOFT,1.0,True,Mercedes,0 days 00:42:37.102000,,1,,False,,False,False
0 days 00:46:08.018000,RUS,63,0 days 00:01:22.117000,13.0,3.0,,,0 days 00:00:28.591000,0 days 00:00:18.063000,0 days 00:00:35.463000,0 days 00:45:14.492000,0 days 00:45:32.555000,0 days 00:46:08.018000,269.0,265.0,292.0,295.0,True,SOFT,2.0,True,Mercedes,0 days 00:44:45.901000,,1,,False,,False,True
0 days 00:48:27.426000,RUS,63,0 days 00:02:19.408000,14.0,3.0,,0 days 00:48:07.232000,0 days 00:00:43.564000,0 days 00:00:28.427000,0 days 00:01:07.417000,0 days 00:46:51.582000,0 days 00:47:20.009000,0 days 00:48:27.426000,158.0,212.0,,196.0,False,SOFT,3.0,True,Mercedes,0 days 00:46:08.018000,,1,,False,,False,False
0 days 00:50:23.262000,RUS,63,0 days 00:01:55.836000,15.0,4.0,0 days 00:48:29.645000,,0 days 00:00:43.871000,0 days 00:00:25.012000,0 days 00:00:46.953000,0 days 00:49:11.297000,0 days 00:49:36.309000,0 days 00:50:23.262000,225.0,162.0,277.0,224.0,False,SOFT,4.0,False,Mercedes,0 days 00:48:27.426000,,1,,False,,False,False
0 days 00:51:44.633000,RUS,63,0 days 00:01:21.371000,16.0,4.0,,,0 days 00:00:28.517000,0 days 00:00:17.870000,0 days 00:00:34.984000,0 days 00:50:51.779000,0 days 00:51:09.649000,0 days 00:51:44.633000,271.0,271.0,297.0,299.0,True,SOFT,5.0,False,Mercedes,0 days 00:50:23.262000,,1,,False,,False,True
0 days 01:03:31.375000,RUS,63,,17.0,4.0,,0 days 00:53:17.782000,0 days 00:00:35.179000,0 days 00:00:21.146000,,0 days 00:52:20.079000,0 days 00:52:41.507000,,122.0,283.0,,231.0,False,SOFT,6.0,False,Mercedes,0 days 00:51:44.633000,,12,,False,,False,False
0 days 01:05:58.840000,RUS,63,,18.0,5.0,0 days 01:03:31.375000,,0 days 00:01:12.861000,0 days 00:00:27.210000,0 days 00:00:49.961000,0 days 01:04:41.904000,0 days 01:05:09.051000,0 days 01:05:58.874000,197.0,234.0,267.0,188.0,False,MEDIUM,12.0,False,Mercedes,0 days 01:03:31.375000,,26,,False,,False,False
0 days 01:07:35.997000,RUS,63,0 days 00:01:37.157000,19.0,5.0,,,0 days 00:00:39.391000,0 days 00:00:19.862000,0 days 00:00:37.904000,0 days 01:06:38.231000,0 days 01:06:58.093000,0 days 01:07:35.997000,217.0,284.0,283.0,245.0,False,MEDIUM,13.0,False,Mercedes,0 days 01:05:58.840000,,671,,False,,False,False
0 days 01:09:01.202000,RUS,63,0 days 00:01:25.205000,20.0,5.0,,,0 days 00:00:29.828000,0 days 00:00:18.486000,0 days 00:00:36.891000,0 days 01:08:05.825000,0 days 01:08:24.311000,0 days 01:09:01.202000,251.0,268.0,275.0,266.0,False,MEDIUM,14.0,False,Mercedes,0 days 01:07:35.997000,,1,,False,,False,True
0 days 01:10:25.632000,RUS,63,0 days 00:01:24.430000,21.0,5.0,,,0 days 00:00:29.530000,0 days 00:00:18.506000,0 days 00:00:36.394000,0 days 01:09:30.732000,0 days 01:09:49.238000,0 days 01:10:25.632000,275.0,268.0,287.0,262.0,False,MEDIUM,15.0,False,Mercedes,0 days 01:09:01.202000,,1,,False,,False,True
0 days 01:11:49.925000,RUS,63,0 days 00:01:24.293000,22.0,5.0,,,0 days 00:00:29.631000,0 days 00:00:18.371000,0 days 00:00:36.291000,0 days 01:10:55.263000,0 days 01:11:13.634000,0 days 01:11:49.925000,267.0,282.0,289.0,275.0,False,MEDIUM,16.0,False,Mercedes,0 days 01:10:25.632000,,1,,False,,False,True
0 days 01:13:31.300000,RUS,63,0 days 00:01:41.375000,23.0,5.0,,0 days 01:13:13.828000,0 days 00:00:29.744000,0 days 00:00:18.409000,0 days 00:00:53.222000,0 days 01:12:19.669000,0 days 01:12:38.078000,0 days 01:13:31.300000,257.0,280.0,,282.0,False,MEDIUM,17.0,False,Mercedes,0 days 01:11:49.925000,,1,,False,,False,False
0 days 01:15:31.225000,RUS,63,0 days 00:01:59.925000,24.0,6.0,0 days 01:13:34.425000,,0 days 00:01:02.701000,0 days 00:00:18.874000,0 days 00:00:38.350000,0 days 01:14:34.001000,0 days 01:14:52.875000,0 days 01:15:31.225000,257.0,264.0,282.0,215.0,False,SOFT,7.0,False,Mercedes,0 days 01:13:31.300000,,1,,False,,False,False
0 days 01:17:59.656000,RUS,63,0 days 00:02:28.431000,25.0,6.0,,,0 days 00:00:29.340000,0 days 00:00:18.494000,,0 days 01:16:00.565000,0 days 01:16:19.059000,,276.0,246.0,3.0,270.0,False,SOFT,8.0,False,Mercedes,0 days 01:15:31.225000,,1,,False,,False,False
0 days 01:19:29.738000,RUS,63,,26.0,6.0,,0 days 01:19:29.738000,0 days 00:00:32.256000,0 days 00:00:19.624000,,0 days 01:18:32.066000,0 days 01:18:51.621000,,253.0,255.0,,249.0,False,SOFT,9.0,False,Mercedes,0 days 01:17:59.656000,,1,,False,,False,False
0 days 00:31:13.633000,BOT,77,0 days 00:01:58.679000,1.0,1.0,0 days 00:29:16.840000,,0 days 00:00:52.863000,0 days 00:00:22.216000,0 days 00:00:43.600000,0 days 00:30:07.975000,0 days 00:30:30.248000,0 days 00:31:13.768000,215.0,266.0,283.0,119.0,False,MEDIUM,1.0,True,Cadillac,0 days 00:29:16.840000,,1,,False,,False,False
0 days 00:32:43.602000,BOT,77,0 days 00:01:29.969000,2.0,1.0,,,0 days 00:00:31.511000,0 days 00:00:19.893000,0 days 00:00:38.565000,0 days 00:31:45.144000,0 days 00:32:05.037000,0 days 00:32:43.602000,271.0,280.0,286.0,267.0,True,MEDIUM,2.0,True,Cadillac,0 days 00:31:13.633000,,1,,False,,False,True
0 days 00:34:28.227000,BOT,77,0 days 00:01:44.625000,3.0,1.0,,,0 days 00:00:35.441000,0 days 00:00:21.388000,0 days 00:00:47.796000,0 days 00:33:19.043000,0 days 00:33:40.431000,0 days 00:34:28.227000,213.0,273.0,279.0,209.0,False,MEDIUM,3.0,True,Cadillac,0 days 00:32:43.602000,,1,,False,,False,True
0 days 00:37:19.018000,BOT,77,,4.0,1.0,,0 days 00:36:14.331000,0 days 00:00:30.156000,0 days 00:00:18.605000,,0 days 00:34:58.528000,0 days 00:35:17.144000,,268.0,285.0,,290.0,False,MEDIUM,4.0,True,Cadillac,0 days 00:34:28.227000,,1,,False,,False,False
0 days 00:39:10.961000,BOT,77,0 days 00:01:51.943000,5.0,2.0,0 days 00:37:21.050000,,0 days 00:00:44.720000,0 days 00:00:21.033000,0 days 00:00:46.190000,0 days 00:38:03.738000,0 days 00:38:24.771000,0 days 00:39:10.961000,267.0,244.0,286.0,97.0,False,MEDIUM,5.0,False,Cadillac,0 days 00:37:19.018000,,1,,False,,False,False
0 days 00:40:37.032000,BOT,77,0 days 00:01:26.071000,6.0,2.0,,,0 days 00:00:30.051000,0 days 00:00:18.718000,0 days 00:00:37.302000,0 days 00:39:41.012000,0 days 00:39:59.730000,0 days 00:40:37.032000,270.0,277.0,300.0,304.0,True,MEDIUM,6.0,False,Cadillac,0 days 00:39:10.961000,,1,,False,,False,True
0 days 00:42:29.732000,BOT,77,0 days 00:01:52.700000,7.0,2.0,,,0 days 00:00:37.009000,0 days 00:00:28.165000,0 days 00:00:47.526000,0 days 00:41:14.041000,0 days 00:41:42.206000,0 days 00:42:29.732000,140.0,169.0,286.0,256.0,False,MEDIUM,7.0,False,Cadillac,0 days 00:40:37.032000,,1,,False,,False,True
0 days 00:43:55.191000,BOT,77,0 days 00:01:25.459000,8.0,2.0,,,0 days 00:00:30,0 days 00:00:18.516000,0 days 00:00:36.943000,0 days 00:42:59.732000,0 days 00:43:18.248000,0 days 00:43:55.191000,225.0,296.0,299.0,301.0,True,MEDIUM,8.0,False,Cadillac,0 days 00:42:29.732000,,1,,False,,False,True
0 days 00:52:21.555000,BOT,77,,9.0,2.0,,0 days 00:45:32.696000,0 days 00:00:35.821000,0 days 00:00:20.967000,,0 days 00:44:31.293000,0 days 00:44:52.141000,,232.0,274.0,,219.0,False,MEDIUM,9.0,False,Cadillac,0 days 00:43:55.191000,,1,,False,,False,False
0 days 00:54:07.649000,BOT,77,0 days 00:01:46.094000,10.0,3.0,0 days 00:52:23.732000,,0 days 00:00:40.006000,0 days 00:00:20.780000,0 days 00:00:45.308000,0 days 00:53:01.561000,0 days 00:53:22.341000,0 days 00:54:07.649000,237.0,276.0,285.0,170.0,False,SOFT,1.0,True,Cadillac,0 days 00:52:21.555000,,1,,False,,False,False
0 days 00:55:32.635000,BOT,77,0 days 00:01:24.986000,11.0,3.0,,,0 days 00:00:29.775000,0 days 00:00:18.640000,0 days 00:00:36.571000,0 days 00:54:37.424000,0 days 00:54:56.064000,0 days 00:55:32.635000,246.0,302.0,300.0,293.0,True,SOFT,2.0,True,Cadillac,0 days 00:54:07.649000,,1,,False,,False,True
0 days 00:57:48.327000,BOT,77,0 days 00:02:15.692000,12.0,3.0,,,0 days 00:00:42.725000,0 days 00:00:27.430000,0 days 00:01:05.537000,0 days 00:56:15.360000,0 days 00:56:42.790000,0 days 00:57:48.327000,89.0,261.0,278.0,226.0,False,SOFT,3.0,True,Cadillac,0 days 00:55:32.635000,,1,,False,,False,True
0 days 00:59:35.990000,BOT,77,0 days 00:01:47.663000,13.0,3.0,,,0 days 00:00:35.484000,0 days 00:00:24.217000,0 days 00:00:47.962000,0 days 00:58:23.811000,0 days 00:58:48.028000,0 days 00:59:35.990000,159.0,250.0,281.0,298.0,False,SOFT,4.0,True,Cadillac,0 days 00:57:48.327000,,1,,False,,False,True
0 days 01:01:11.742000,BOT,77,0 days 00:01:35.752000,14.0,3.0,,,0 days 00:00:32.444000,0 days 00:00:21.275000,0 days 00:00:42.033000,0 days 01:00:08.434000,0 days 01:00:29.709000,0 days 01:01:11.742000,235.0,273.0,283.0,302.0,False,SOFT,5.0,True,Cadillac,0 days 00:59:35.990000,,1,,False,,False,True
0 days 01:02:36.577000,BOT,77,0 days 00:01:24.835000,15.0,3.0,,,0 days 00:00:29.808000,0 days 00:00:18.335000,0 days 00:00:36.692000,0 days 01:01:41.550000,0 days 01:01:59.885000,0 days 01:02:36.577000,238.0,292.0,302.0,,True,SOFT,6.0,True,Cadillac,0 days 01:01:11.742000,,1,,False,,False,True
0 days 01:04:36.028000,BOT,77,0 days 00:01:59.451000,16.0,3.0,,,0 days 00:00:36.892000,0 days 00:00:27.847000,0 days 00:00:54.712000,0 days 01:03:13.469000,0 days 01:03:41.316000,0 days 01:04:36.028000,137.0,190.0,225.0,236.0,False,SOFT,7.0,True,Cadillac,0 days 01:02:36.577000,,126,,False,,False,False
0 days 01:06:50.021000,BOT,77,0 days 00:02:13.993000,17.0,3.0,,,0 days 00:00:39.906000,0 days 00:00:27.353000,0 days 00:01:06.734000,0 days 01:05:15.934000,0 days 01:05:43.287000,0 days 01:06:50.021000,208.0,153.0,283.0,199.0,False,SOFT,8.0,True,Cadillac,0 days 01:04:36.028000,,671,,False,,False,False
0 days 01:08:14.692000,BOT,77,0 days 00:01:24.671000,18.0,3.0,,,0 days 00:00:29.961000,0 days 00:00:18.168000,0 days 00:00:36.542000,0 days 01:07:19.982000,0 days 01:07:38.150000,0 days 01:08:14.692000,243.0,295.0,306.0,299.0,True,SOFT,9.0,True,Cadillac,0 days 01:06:50.021000,,1,,False,,False,True
0 days 01:10:15.453000,BOT,77,0 days 00:02:00.761000,19.0,3.0,,,0 days 00:00:44.350000,0 days 00:00:34.066000,0 days 00:00:42.345000,0 days 01:08:59.042000,0 days 01:09:33.108000,0 days 01:10:15.453000,114.0,282.0,291.0,217.0,False,SOFT,10.0,True,Cadillac,0 days 01:08:14.692000,,1,,False,,False,True
0 days 01:11:40.923000,BOT,77,0 days 00:01:25.470000,20.0,3.0,,,0 days 00:00:30.099000,0 days 00:00:18.187000,0 days 00:00:37.184000,0 days 01:10:45.552000,0 days 01:11:03.739000,0 days 01:11:40.923000,242.0,301.0,296.0,310.0,False,SOFT,11.0,True,Cadillac,0 days 01:10:15.453000,,1,,False,,False,True
0 days 01:13:44.212000,BOT,77,0 days 00:02:03.289000,21.0,3.0,,,0 days 00:00:46.849000,0 days 00:00:22.100000,0 days 00:00:54.340000,0 days 01:12:27.772000,0 days 01:12:49.872000,0 days 01:13:44.212000,227.0,256.0,279.0,269.0,False,SOFT,12.0,True,Cadillac,0 days 01:11:40.923000,,1,,False,,False,True
0 days 01:15:08.234000,BOT,77,0 days 00:01:24.022000,22.0,3.0,,,0 days 00:00:29.486000,0 days 00:00:18.053000,0 days 00:00:36.483000,0 days 01:14:13.698000,0 days 01:14:31.751000,0 days 01:15:08.234000,254.0,294.0,301.0,300.0,True,SOFT,13.0,True,Cadillac,0 days 01:13:44.212000,,1,,False,,False,True
0 days 01:17:21.164000,BOT,77,0 days 00:02:12.930000,23.0,3.0,,,0 days 00:00:39.318000,0 days 00:00:26.830000,0 days 00:01:06.782000,0 days 01:15:47.552000,0 days 01:16:14.382000,0 days 01:17:21.164000,178.0,259.0,38.0,228.0,False,SOFT,14.0,True,Cadillac,0 days 01:15:08.234000,,1,,False,,False,True
0 days 01:19:22.754000,BOT,77,,24.0,3.0,,0 days 01:19:22.754000,0 days 00:00:57.463000,0 days 00:00:20.722000,,0 days 01:18:18.805000,0 days 01:18:39.584000,,258.0,282.0,,238.0,False,SOFT,15.0,True,Cadillac,0 days 01:17:21.164000,,1,,False,,False,False
0 days 00:19:59.869000,PIA,81,,1.0,1.0,0 days 00:16:05.686000,,,0 days 00:00:36.712000,0 days 00:01:13.134000,,0 days 00:18:46.881000,0 days 00:19:59.935000,137.0,67.0,256.0,33.0,False,MEDIUM,1.0,True,McLaren,0 days 00:16:05.686000,,1267,,False,,False,False
0 days 00:21:34.646000,PIA,81,0 days 00:01:34.777000,2.0,1.0,,,0 days 00:00:33.636000,0 days 00:00:20.497000,0 days 00:00:40.644000,0 days 00:20:33.505000,0 days 00:20:54.002000,0 days 00:21:34.646000,249.0,284.0,271.0,207.0,True,MEDIUM,2.0,True,McLaren,0 days 00:19:59.869000,,1,,False,,False,True
0 days 00:35:06.094000,PIA,81,,3.0,1.0,,0 days 00:23:04.388000,0 days 00:00:30.774000,0 days 00:00:19.872000,,0 days 00:22:05.629000,0 days 00:22:25.431000,,263.0,284.0,,244.0,False,MEDIUM,3.0,True,McLaren,0 days 00:21:34.646000,,1,,False,,False,False
0 days 00:36:49.830000,PIA,81,0 days 00:01:43.736000,4.0,2.0,0 days 00:35:08.371000,,0 days 00:00:43.544000,0 days 00:00:20.443000,0 days 00:00:39.749000,0 days 00:35:49.638000,0 days 00:36:10.081000,0 days 00:36:49.830000,249.0,276.0,295.0,155.0,False,MEDIUM,4.0,False,McLaren,0 days 00:35:06.094000,,1,,False,,False,False
0 days 00:38:14.488000,PIA,81,0 days 00:01:24.658000,5.0,2.0,,,0 days 00:00:29.280000,0 days 00:00:18.880000,0 days 00:00:36.498000,0 days 00:37:19.110000,0 days 00:37:37.990000,0 days 00:38:14.488000,272.0,288.0,295.0,276.0,True,MEDIUM,5.0,False,McLaren,0 days 00:36:49.830000,,1,,False,,False,True
0 days 00:39:56.551000,PIA,81,0 days 00:01:42.063000,6.0,2.0,,,0 days 00:00:31.030000,0 days 00:00:20.324000,0 days 00:00:50.709000,0 days 00:38:45.518000,0 days 00:39:05.842000,0 days 00:39:56.551000,245.0,286.0,293.0,288.0,False,MEDIUM,6.0,False,McLaren,0 days 00:38:14.488000,,1,,False,,False,True
0 days 00:41:18.953000,PIA,81,0 days 00:01:22.402000,7.0,2.0,,,0 days 00:00:28.869000,0 days 00:00:18.084000,0 days 00:00:35.449000,0 days 00:40:25.420000,0 days 00:40:43.504000,0 days 00:41:18.953000,240.0,299.0,292.0,281.0,True,MEDIUM,7.0,False,McLaren,0 days 00:39:56.551000,,1,,False,,False,True
0 days 00:49:57.631000,PIA,81,,8.0,2.0,,0 days 00:43:11.102000,0 days 00:00:41.133000,0 days 00:00:26.892000,,0 days 00:42:00.375000,0 days 00:42:27.280000,,187.0,185.0,,224.0,False,MEDIUM,8.0,False,McLaren,0 days 00:41:18.953000,,1,,False,,False,False
0 days 00:51:43.798000,PIA,81,0 days 00:01:46.167000,9.0,3.0,0 days 00:49:59.720000,,0 days 00:00:39.817000,0 days 00:00:20.532000,0 days 00:00:45.818000,0 days 00:50:37.448000,0 days 00:50:57.980000,0 days 00:51:43.798000,249.0,277.0,286.0,169.0,False,MEDIUM,9.0,False,McLaren,0 days 00:49:57.631000,,1,,False,,False,False
0 days 00:53:05.753000,PIA,81,0 days 00:01:21.955000,10.0,3.0,,,0 days 00:00:28.750000,0 days 00:00:17.928000,0 days 00:00:35.277000,0 days 00:52:12.548000,0 days 00:52:30.476000,0 days 00:53:05.753000,236.0,295.0,291.0,287.0,True,MEDIUM,10.0,False,McLaren,0 days 00:51:43.798000,,1,,False,,False,True
0 days 00:55:12.874000,PIA,81,0 days 00:02:07.121000,11.0,3.0,,,0 days 00:00:41.479000,0 days 00:00:24.891000,0 days 00:01:00.751000,0 days 00:53:47.232000,0 days 00:54:12.123000,0 days 00:55:12.874000,198.0,208.0,286.0,193.0,False,MEDIUM,11.0,False,McLaren,0 days 00:53:05.753000,,1,,False,,False,True
0 days 00:56:34.812000,PIA,81,0 days 00:01:21.938000,12.0,3.0,,,0 days 00:00:28.735000,0 days 00:00:17.988000,0 days 00:00:35.215000,0 days 00:55:41.609000,0 days 00:55:59.597000,0 days 00:56:34.812000,237.0,295.0,296.0,287.0,True,MEDIUM,12.0,False,McLaren,0 days 00:55:12.874000,,1,,False,,False,True
0 days 01:06:29.088000,PIA,81,,13.0,3.0,,0 days 00:58:08.197000,0 days 00:00:35.784000,0 days 00:00:20.521000,,0 days 00:57:10.807000,0 days 00:57:31.312000,,240.0,278.0,,226.0,False,MEDIUM,13.0,False,McLaren,0 days 00:56:34.812000,,1267,,False,,False,False
0 days 01:08:14.338000,PIA,81,0 days 00:01:45.250000,14.0,4.0,0 days 01:06:32.001000,,0 days 00:00:41.972000,0 days 00:00:20.303000,0 days 00:00:42.975000,0 days 01:07:11.060000,0 days 01:07:31.363000,0 days 01:08:14.338000,250.0,280.0,288.0,151.0,False,SOFT,1.0,True,McLaren,0 days 01:06:29.088000,,71,,False,,False,False
0 days 01:09:36.062000,PIA,81,0 days 00:01:21.724000,15.0,4.0,,,0 days 00:00:28.742000,0 days 00:00:17.879000,0 days 00:00:35.103000,0 days 01:08:43.080000,0 days 01:09:00.959000,0 days 01:09:36.062000,,300.0,288.0,277.0,True,SOFT,2.0,True,McLaren,0 days 01:08:14.338000,,1,,False,,False,True
0 days 01:11:44.294000,PIA,81,0 days 00:02:08.232000,16.0,4.0,,,0 days 00:00:41.239000,0 days 00:00:25.907000,0 days 00:01:01.086000,0 days 01:10:17.301000,0 days 01:10:43.208000,0 days 01:11:44.294000,183.0,225.0,223.0,189.0,False,SOFT,3.0,True,McLaren,0 days 01:09:36.062000,,1,,False,,False,True
0 days 01:13:29.492000,PIA,81,0 days 00:01:45.198000,17.0,4.0,,,0 days 00:00:40.246000,0 days 00:00:23.785000,0 days 00:00:41.167000,0 days 01:12:24.540000,0 days 01:12:48.325000,0 days 01:13:29.492000,217.0,205.0,290.0,254.0,False,SOFT,4.0,True,McLaren,0 days 01:11:44.294000,,1,,False,,False,True
0 days 01:14:50.834000,PIA,81,0 days 00:01:21.342000,18.0,4.0,,,0 days 00:00:28.166000,0 days 00:00:18.287000,0 days 00:00:34.889000,0 days 01:13:57.658000,0 days 01:14:15.945000,0 days 01:14:50.834000,279.0,276.0,295.0,294.0,True,SOFT,5.0,True,McLaren,0 days 01:13:29.492000,,1,,False,,False,True
0 days 01:16:17.137000,PIA,81,0 days 00:01:26.303000,19.0,4.0,,,0 days 00:00:30.386000,0 days 00:00:19.376000,0 days 00:00:36.541000,0 days 01:15:21.220000,0 days 01:15:40.596000,0 days 01:16:17.137000,263.0,277.0,284.0,276.0,False,SOFT,6.0,True,McLaren,0 days 01:14:50.834000,,1,,False,,False,True
